FID,MONTH,YEAR,SURVEY_NAM,LATITUTDE,LONGITUDE,PRESENCE_A,H_UNINERVI,SEDIMENT,SURVEY_MET,TIDAL,DEPTH
20173,November,2013,Gladstone,-23.9472,151.38051,Present,Yes,Sand,Boat - Diver,subtidal,3.226710081
20174,November,2013,Gladstone,-23.94644,151.3819,Present,Yes,Sand,"Boat - Diver, Grab",subtidal,4.795179844
21221,November,2013,Gladstone,-23.9311,151.35468,Present,Yes,Sand,Helicopter,subtidal,0.409862012
21402,November,2013,Gladstone,-23.92729,151.35755,Present,Yes,Sand,Helicopter,subtidal,0.477432013
22641,November,2013,Gladstone,-23.92248,151.35035,Present,Yes,Sand,Helicopter,intertidal,0
21393,November,2013,Gladstone,-23.91534,151.35142,Present,Yes,Sand,Boat - Diver,subtidal,2.360169888
21019,November,2013,Gladstone,-23.91361,151.34812,Present,Yes,Sand,Boat - Diver,subtidal,1.562109947
21025,November,2013,Gladstone,-23.91164,151.34201,Present,Yes,Sand,Helicopter,subtidal,0.795588017
20921,June,2013,Gladstone,-23.91161,151.34268,Present,Yes,Sand,Helicopter,subtidal,0.846129
21013,November,2013,Gladstone,-23.91089,151.34225,Present,Yes,Sand,Boat - Diver,subtidal,1.260200024
20922,June,2013,Gladstone,-23.91,151.34071,Present,Yes,Sand,Helicopter,subtidal,1.21965003
21015,November,2013,Gladstone,-23.90962,151.34434,Present,Yes,Sand,Boat - Diver,subtidal,2.387490034
20923,July,2013,Gladstone,-23.90779,151.33807,Present,Yes,Sand,Helicopter,subtidal,0.913205981
21026,November,2013,Gladstone,-23.90736,151.33731,Present,Yes,Sand,Helicopter,subtidal,0.735126019
20924,July,2013,Gladstone,-23.90497,151.33589,Present,Yes,Sand,Helicopter,subtidal,0.864239991
21010,November,2013,Gladstone,-23.90383,151.33588,Present,Yes,Sand,Boat - Diver,subtidal,2.01838994
21027,November,2013,Gladstone,-23.90176,151.34084,Present,Yes,Mud,Boat - Diver,subtidal,2.523839951
20926,July,2013,Gladstone,-23.90009,151.33362,Present,Yes,Sand,Helicopter,subtidal,0.998479009
20927,July,2013,Gladstone,-23.89856,151.3331,Present,Yes,Sand,Helicopter,subtidal,1.281020045
21005,November,2013,Gladstone,-23.89733,151.33361,Present,Yes,Sand,Boat - Diver,subtidal,2.253319979
21007,November,2013,Gladstone,-23.89652,151.33603,Present,Yes,Sand,Boat - Diver,subtidal,3.076790094
20928,July,2013,Gladstone,-23.89637,151.33261,Present,Yes,Sand,Helicopter,subtidal,0.924266994
20935,June,2013,Gladstone,-23.89514,151.33451,Present,Yes,Sand,Boat - Diver,subtidal,2.693969965
21002,November,2013,Gladstone,-23.8899,151.33108,Present,Yes,Sand,Boat - Diver,subtidal,1.055590034
25892,June,2013,Gladstone,-23.88144,151.32719,Present,Yes,Sand,Helicopter,subtidal,0.588414013
23566,November,2013,Gladstone,-23.88044,151.32816,Present,Yes,Sand,Helicopter,subtidal,0.649673998
23162,July,2013,Gladstone,-23.87916,151.32834,Present,Yes,Sand,Helicopter,subtidal,0.96648699
25903,November,2013,Gladstone,-23.87725,151.32792,Present,Yes,Sand,Helicopter,subtidal,0.633221984
23163,July,2013,Gladstone,-23.87719,151.32832,Present,Yes,Sand,Helicopter,subtidal,1.032359958
25889,July,2013,Gladstone,-23.87473,151.32848,Present,Yes,Sand,Helicopter,subtidal,0.781488001
25901,November,2013,Gladstone,-23.87471,151.3278,Present,Yes,Mud,Boat - Diver,subtidal,0.630074978
25902,November,2013,Gladstone,-23.87448,151.3289,Present,Yes,Mud,Boat - Diver,subtidal,1.225029945
26713,June,2013,Gladstone,-23.87092,151.32522,Present,Yes,Sand,Helicopter,intertidal,0
26768,July,2013,Gladstone,-23.86991,151.32308,Present,Yes,Sand,Helicopter,intertidal,0
25679,November,2013,Gladstone,-23.86974,151.3274,Present,Yes,Sand,Helicopter,subtidal,1.053629994
26776,November,2013,Gladstone,-23.86926,151.32348,Present,Yes,Sand,Helicopter,intertidal,0
26730,November,2013,Gladstone,-23.86869,151.32152,Present,Yes,Mud,Helicopter,intertidal,0
30168,June,2013,Gladstone,-23.86761,151.32641,Present,Yes,Sand,Helicopter,intertidal,0
30180,November,2013,Gladstone,-23.86657,151.32415,Present,Yes,Sand,Helicopter,intertidal,0
30134,November,2013,Gladstone,-23.86593,151.32112,Present,Yes,Sand,Helicopter,intertidal,0
30169,July,2013,Gladstone,-23.86591,151.32462,Present,Yes,Sand,Helicopter,intertidal,0
30106,November,2013,Gladstone,-23.86445,151.32619,Present,Yes,Sand,Helicopter,intertidal,0
30228,July,2013,Gladstone,-23.86368,151.32378,Present,Yes,Sand,Helicopter,intertidal,0
30135,November,2013,Gladstone,-23.86324,151.322,Present,Yes,Mud,Helicopter,intertidal,0
29425,July,2013,Gladstone,-23.85924,151.32553,Present,Yes,Sand,Helicopter,subtidal,4.367809772
29790,November,2013,Gladstone,-23.85835,151.32322,Present,Yes,Sand,Helicopter,intertidal,0
30226,July,2013,Gladstone,-23.85787,151.31976,Present,Yes,Mud,Helicopter,intertidal,0
29779,November,2013,Gladstone,-23.85723,151.32122,Present,Yes,Sand,Helicopter,intertidal,0
29777,June,2013,Gladstone,-23.85712,151.32095,Present,Yes,Mud,Helicopter,intertidal,0
29426,July,2013,Gladstone,-23.85691,151.32242,Present,Yes,Sand,Helicopter,subtidal,3.944289923
29491,November,2013,Gladstone,-23.85446,151.31763,Present,Yes,Mud,Helicopter,subtidal,0
29490,November,2013,Gladstone,-23.85414,151.31697,Present,Yes,Mud,Helicopter,subtidal,2.95855999
29489,November,2013,Gladstone,-23.85369,151.3163,Present,Yes,Mud,Helicopter,subtidal,3.427010059
23661,November,2013,Gladstone,-23.82074,151.29785,Present,Yes,Sand,Helicopter,subtidal,1.304419994
23567,November,2013,Gladstone,-23.82011,151.2947,Present,Yes,Mud,Helicopter,subtidal,1.000370026
23614,November,2013,Gladstone,-23.81764,151.29923,Present,Yes,Sand,Boat - Diver,subtidal,1.463889956
23568,November,2013,Gladstone,-23.81613,151.29444,Present,Yes,Mud,Helicopter,subtidal,0.920377016
10397,November,2013,Gladstone,-23.8149,151.29246,Present,Yes,Sand,Helicopter,subtidal,0.460821986
10398,November,2013,Gladstone,-23.8131,151.29144,Present,Yes,Sand,Helicopter,subtidal,0.594278991
10305,November,2013,Gladstone,-23.81271,151.29332,Present,Yes,Mud,Helicopter,subtidal,0.987255991
10399,November,2013,Gladstone,-23.81124,151.29038,Present,Yes,Sand,Helicopter,subtidal,0.695595026
10380,November,2013,Gladstone,-23.81099,151.29418,Present,Yes,Sand,Helicopter,subtidal,1.390059948
9867,June,2013,Gladstone,-23.81045,151.29004,Present,Yes,Mud,Helicopter,subtidal,0.718300998
10306,November,2013,Gladstone,-23.80982,151.29146,Present,Yes,Mud,Helicopter,subtidal,0.959372997
10400,November,2013,Gladstone,-23.80927,151.28897,Present,Yes,Mud,Helicopter,subtidal,0.570372999
10381,November,2013,Gladstone,-23.80789,151.292,Present,Yes,Mud,Helicopter,subtidal,1.524359941
10307,November,2013,Gladstone,-23.80652,151.29005,Present,Yes,Mud,Helicopter,subtidal,0.958472013
10382,November,2013,Gladstone,-23.80459,151.2909,Present,Yes,Mud,Helicopter,subtidal,1.245470047
10391,November,2013,Gladstone,-23.80314,151.3,Present,Yes,Sand,Helicopter,subtidal,1.349449992
10392,November,2013,Gladstone,-23.80214,151.30279,Present,Yes,Sand,Helicopter,subtidal,1.466030002
10393,November,2013,Gladstone,-23.80173,151.30682,Present,Yes,Sand,Helicopter,subtidal,1.395110011
10396,November,2013,Gladstone,-23.80154,151.29704,Present,Yes,Mud,Helicopter,subtidal,1.077379942
10309,November,2013,Gladstone,-23.79999,151.30293,Present,Yes,Mud,Helicopter,subtidal,0.883934021
23665,November,2013,Gladstone,-23.79792,151.30871,Present,Yes,Sand,Helicopter,subtidal,1.331140041
27130,November,2013,Gladstone,-23.796,151.32498,Present,Yes,Mud,Helicopter,subtidal,1.210270047
23570,November,2013,Gladstone,-23.79583,151.30742,Present,Yes,Mud,Helicopter,subtidal,0.97231102
23571,November,2013,Gladstone,-23.79158,151.30775,Present,Yes,Mud,Helicopter,subtidal,0.621811986
23672,November,2013,Gladstone,-23.79064,151.30386,Present,Yes,Mud,Helicopter,subtidal,1.555930018
23667,November,2013,Gladstone,-23.79022,151.30937,Present,Yes,Mud,Helicopter,subtidal,1.083699942
23671,November,2013,Gladstone,-23.78722,151.30506,Present,Yes,Mud,Helicopter,subtidal,2.182529926
23572,November,2013,Gladstone,-23.78668,151.31291,Present,Yes,Mud,Helicopter,subtidal,0.933987021
23668,November,2013,Gladstone,-23.78665,151.3102,Present,Yes,Mud,Helicopter,subtidal,0.987379014
23669,November,2013,Gladstone,-23.78464,151.30969,Present,Yes,Sand,Helicopter,subtidal,2.262959957
23678,November,2013,Gladstone,-23.78449,151.31358,Present,Yes,Mud,Helicopter,subtidal,1.139809966
23573,November,2013,Gladstone,-23.78416,151.31642,Present,Yes,Mud,Helicopter,subtidal,1.147819996
23680,November,2013,Gladstone,-23.78164,151.31725,Present,Yes,Mud,Helicopter,subtidal,1.264350057
23713,November,2013,Gladstone,-23.78073,151.31231,Present,Yes,Sand,Boat - Diver,subtidal,2.590349913
23681,November,2013,Gladstone,-23.78047,151.31966,Present,Yes,Mud,Helicopter,subtidal,1.212170005
23712,November,2013,Gladstone,-23.7778,151.31148,Present,Yes,Mud,Boat - Diver,subtidal,2.793329954
23645,November,2013,Gladstone,-23.77518,151.29804,Present,Yes,Mud,Helicopter,subtidal,0.787633002
23710,November,2013,Gladstone,-23.7743,151.31322,Present,Yes,Mud,Boat - Diver,subtidal,1.616680026
23656,November,2013,Gladstone,-23.77403,151.31855,Present,Yes,Sand,Helicopter,subtidal,0.631847978
19370,November,2014,Gladstone,-24.03958,151.55146,Present,Yes,Sand,Helicopter,subtidal,0.342878014
19404,November,2014,Gladstone,-24.0384,151.59347,Present,Yes,Not recorded,Helicopter,subtidal,0.655817986
19371,November,2014,Gladstone,-24.03571,151.55392,Present,Yes,Sand,Helicopter,subtidal,0.412333012
3477,November,2014,Gladstone,-24.02547,151.62224,Present,Yes,Mud,Boat - Grab,subtidal,1.43441999
19178,November,2014,Gladstone,-24.02528,151.60355,Present,Yes,Sand,Boat - Sled,subtidal,6.68227005
19475,November,2014,Gladstone,-24.02136,151.53495,Present,Yes,Sand,Boat - Diver,subtidal,2.855410099
19476,November,2014,Gladstone,-24.02109,151.52879,Present,Yes,Sand,Boat - Diver,subtidal,2.830820084
19474,November,2014,Gladstone,-24.01891,151.54091,Present,Yes,Sand,Boat - Diver,subtidal,2.997989893
19483,November,2014,Gladstone,-24.01873,151.52442,Present,Yes,Sand,Boat - Diver,subtidal,3.086750031
19482,November,2014,Gladstone,-24.01842,151.52954,Present,Yes,Sand,Boat - Diver,subtidal,3.326250076
19477,November,2014,Gladstone,-24.01822,151.5188,Present,Yes,Sand,Boat - Diver,subtidal,3.076489925
19472,November,2014,Gladstone,-24.0162,151.54583,Present,Yes,Sand,Boat - Diver,subtidal,2.343569994
19484,November,2014,Gladstone,-24.01597,151.52603,Present,Yes,Sand,Boat - Diver,subtidal,3.500040054
19481,November,2014,Gladstone,-24.0159,151.53028,Present,Yes,Sand,Boat - Diver,subtidal,3.53324008
18922,November,2014,Gladstone,-24.01499,151.51652,Present,Yes,Sand,Boat - Diver,subtidal,3.569449902
18916,November,2014,Gladstone,-24.01434,151.51182,Present,Yes,Sand,Boat - Diver,subtidal,3.161940098
18921,November,2014,Gladstone,-24.01185,151.51796,Present,Yes,Sand,Boat - Diver,subtidal,4.086110115
18919,November,2014,Gladstone,-24.01172,151.52212,Present,Yes,Sand,Boat - Diver,subtidal,4.064899921
20305,November,2014,Gladstone,-24.00755,151.49962,Present,Yes,Sand,Boat - Diver,subtidal,3.264699936
18927,November,2014,Gladstone,-24.00714,151.50404,Present,Yes,Sand,Boat - Diver,subtidal,3.899559975
20318,November,2014,Gladstone,-24.0042,151.50123,Present,Yes,Sand,Boat - Diver,subtidal,3.963219881
20319,November,2014,Gladstone,-24.00278,151.50026,Present,Yes,Sand,Boat - Diver,subtidal,4.024960041
20311,November,2014,Gladstone,-23.99742,151.48272,Present,Yes,Sand,Boat - Diver,subtidal,3.795850039
20310,November,2014,Gladstone,-23.99589,151.48316,Present,Yes,Sand,Boat - Diver,subtidal,4.116680145
20224,November,2014,Gladstone,-23.99384,151.48323,Present,Yes,Sand,Boat - Diver,subtidal,4.496389866
24073,November,2014,Gladstone,-23.98213,151.426,Present,Yes,Sand,Boat - Diver,subtidal,0.703885973
24075,November,2014,Gladstone,-23.97986,151.42781,Present,Yes,Sand,Boat - Diver,subtidal,1.209329963
24082,November,2014,Gladstone,-23.97525,151.41892,Present,Yes,Sand,Boat - Diver,subtidal,1.77523005
24081,November,2014,Gladstone,-23.97415,151.42311,Present,Yes,Sand,Boat - Diver,subtidal,1.895889997
24083,November,2014,Gladstone,-23.9727,151.41625,Present,Yes,Sand,Boat - Diver,subtidal,1.841220021
24079,November,2014,Gladstone,-23.96899,151.42712,Present,Yes,Sand,Boat - Diver,subtidal,2.809570074
24090,November,2014,Gladstone,-23.96574,151.42755,Present,Yes,Sand,Boat - Diver,subtidal,2.782720089
24087,November,2014,Gladstone,-23.96572,151.42512,Present,Yes,Sand,Boat - Diver,subtidal,2.41573
24099,November,2014,Gladstone,-23.96393,151.41265,Present,Yes,Sand,Boat - Diver,subtidal,1.916100025
24088,November,2014,Gladstone,-23.96365,151.42696,Present,Yes,Sand,Boat - Diver,subtidal,2.4848001
24095,November,2014,Gladstone,-23.96323,151.42415,Present,Yes,Sand,Boat - Diver,subtidal,2.739279985
20229,November,2014,Gladstone,-23.95991,151.39769,Present,Yes,Sand,Boat - Diver,subtidal,2.844439983
20231,November,2014,Gladstone,-23.95844,151.39506,Present,Yes,Sand,Boat - Diver,subtidal,3.272300005
20235,November,2014,Gladstone,-23.95807,151.39216,Present,Yes,Sand,Boat - Diver,subtidal,3.296489954
20228,November,2014,Gladstone,-23.95766,151.40007,Present,Yes,Sand,Boat - Diver,subtidal,3.015170097
20227,November,2014,Gladstone,-23.95585,151.40197,Present,Yes,Sand,Boat - Diver,subtidal,3.17159009
21210,June,2014,Gladstone,-23.93104,151.35435,Present,Yes,Sand,Helicopter,subtidal,0.279179007
21427,November,2014,Gladstone,-23.91577,151.35082,Present,Yes,Sand,Boat - Diver,subtidal,1.760939956
21041,November,2014,Gladstone,-23.91475,151.35216,Present,Yes,Sand,Boat - Diver,subtidal,2.621490002
20960,June,2014,Gladstone,-23.91228,151.34133,Present,Yes,Sand,Helicopter,subtidal,0.506680012
21061,November,2014,Gladstone,-23.91204,151.34978,Present,Yes,Sand,Boat - Diver,subtidal,2.803989887
21030,November,2014,Gladstone,-23.91186,151.34252,Present,Yes,Sand,Helicopter,subtidal,0.809138
20958,June,2014,Gladstone,-23.91067,151.34042,Present,Yes,Mud,Helicopter,subtidal,0.565802991
20962,June,2014,Gladstone,-23.91042,151.343,Present,Yes,Sand,Boat - Diver,subtidal,1.981050015
28053,November,2014,Gladstone,-23.90984,151.33752,Present,Yes,Sand,Helicopter,intertidal,0
21045,November,2014,Gladstone,-23.90924,151.33967,Present,Yes,Mud,Boat - Diver,subtidal,1.283079982
20957,June,2014,Gladstone,-23.90793,151.33753,Present,Yes,Sand,Helicopter,subtidal,0.662613988
21068,November,2014,Gladstone,-23.90647,151.33813,Present,Yes,Sand,Boat - Diver,subtidal,2.080650091
20956,June,2014,Gladstone,-23.9048,151.3355,Present,Yes,Mud,Helicopter,subtidal,0.786764026
21031,November,2014,Gladstone,-23.90471,151.33554,Present,Yes,Sand,Helicopter,subtidal,0.786764026
21067,November,2014,Gladstone,-23.90445,151.33989,Present,Yes,Sand,Boat - Diver,subtidal,2.800570011
21052,November,2014,Gladstone,-23.90295,151.33693,Present,Yes,Sand,Boat - Diver,subtidal,2.148819923
20943,June,2014,Gladstone,-23.90267,151.33565,Present,Yes,Sand,Boat - Diver,subtidal,2.111249924
20944,June,2014,Gladstone,-23.90254,151.33878,Present,Yes,Sand,Boat - Diver,subtidal,2.53392005
21049,November,2014,Gladstone,-23.90208,151.33908,Present,Yes,Mud,Boat - Diver,subtidal,2.77147007
20955,June,2014,Gladstone,-23.90189,151.33415,Present,Yes,Sand,Helicopter,subtidal,0.799369991
21050,November,2014,Gladstone,-23.90147,151.34042,Present,Yes,Sand,Boat - Diver,subtidal,2.633490086
21057,November,2014,Gladstone,-23.89621,151.33624,Present,Yes,Sand,Boat - Diver,subtidal,3.29121995
20948,June,2014,Gladstone,-23.89515,151.33432,Present,Yes,Sand,Boat - Diver,subtidal,2.693969965
20939,June,2014,Gladstone,-23.88793,151.32999,Present,Yes,Sand,Helicopter,subtidal,0.492370009
21073,November,2014,Gladstone,-23.88562,151.32983,Present,Yes,Sand,Boat - Diver,subtidal,1.597249985
26868,November,2014,Gladstone,-23.88425,151.32698,Present,Yes,Sand,Helicopter,intertidal,0
23748,November,2014,Gladstone,-23.88388,151.32903,Present,Yes,Sand,Helicopter,subtidal,0.88825798
25897,June,2014,Gladstone,-23.88374,151.32847,Present,Yes,Sand,Helicopter,subtidal,0.479452997
23826,November,2014,Gladstone,-23.88264,151.32955,Present,Yes,Sand,Boat - Diver,subtidal,2.088320017
25896,June,2014,Gladstone,-23.87955,151.32775,Present,Yes,Sand,Helicopter,subtidal,0.586359978
23749,November,2014,Gladstone,-23.87814,151.32814,Present,Yes,Sand,Helicopter,subtidal,0.711116016
26869,November,2014,Gladstone,-23.87799,151.3258,Present,Yes,Sand,Helicopter,intertidal,0
25895,June,2014,Gladstone,-23.87704,151.32768,Present,Yes,Sand,Helicopter,subtidal,0.630195975
23829,November,2014,Gladstone,-23.87582,151.32876,Present,Yes,Sand,Boat - Diver,subtidal,1.453909993
26800,November,2014,Gladstone,-23.87038,151.32247,Present,Yes,Sand,Helicopter,intertidal,0
26715,June,2014,Gladstone,-23.87019,151.32634,Present,Yes,Sand,Helicopter,intertidal,0
25686,November,2014,Gladstone,-23.86914,151.3276,Present,Yes,Sand,Helicopter,subtidal,0.803578973
26778,November,2014,Gladstone,-23.86901,151.32421,Present,Yes,Sand,Helicopter,intertidal,0
30127,June,2014,Gladstone,-23.86856,151.32144,Present,Yes,Sand,Helicopter,intertidal,0
30139,November,2014,Gladstone,-23.86832,151.3213,Present,Yes,Sand,Helicopter,intertidal,0
30182,November,2014,Gladstone,-23.86738,151.32541,Present,Yes,Sand,Helicopter,intertidal,0
30452,June,2014,Gladstone,-23.86733,151.31872,Present,Yes,Sand,Helicopter,intertidal,0
30251,November,2014,Gladstone,-23.8671,151.32317,Present,Yes,Sand,Helicopter,intertidal,0
30126,June,2014,Gladstone,-23.86655,151.32102,Present,Yes,Sand,Helicopter,intertidal,0
30172,June,2014,Gladstone,-23.86571,151.32519,Present,Yes,Sand,Helicopter,intertidal,0
29933,June,2014,Gladstone,-23.86538,151.32739,Present,Yes,Sand,Helicopter,subtidal,0.521920979
30138,November,2014,Gladstone,-23.86498,151.32146,Present,Yes,Sand,Helicopter,intertidal,0
29936,November,2014,Gladstone,-23.86489,151.32895,Present,Yes,Sand,Helicopter,subtidal,0.617331028
27172,November,2014,Gladstone,-23.86265,151.36218,Present,Yes,Sand,Boat - Diver,subtidal,0.629332006
30137,November,2014,Gladstone,-23.86205,151.32199,Present,Yes,Sand,Helicopter,intertidal,0
30439,June,2014,Gladstone,-23.86161,151.31954,Present,Yes,Mud,Helicopter,intertidal,0
29442,June,2014,Gladstone,-23.85875,151.32444,Present,Yes,Sand,Helicopter,subtidal,2.25928998
29792,November,2014,Gladstone,-23.85875,151.32306,Present,Yes,Sand,Helicopter,intertidal,0
29791,November,2014,Gladstone,-23.85741,151.32108,Present,Yes,Mud,Helicopter,intertidal,0
30231,June,2014,Gladstone,-23.85728,151.31958,Present,Yes,Mud,Helicopter,intertidal,0
29441,June,2014,Gladstone,-23.85672,151.32124,Present,Yes,Mud,Helicopter,subtidal,1.770830035
29499,November,2014,Gladstone,-23.85364,151.31653,Present,Yes,Sand,Boat - Grab,subtidal,4.695280075
25842,November,2014,Gladstone,-23.85359,151.29851,Present,Yes,Mud,Helicopter,subtidal,1.018360019
23753,November,2014,Gladstone,-23.85347,151.29224,Present,Yes,Mud,Helicopter,subtidal,0.921603024
23754,November,2014,Gladstone,-23.85268,151.28863,Present,Yes,Mud,Helicopter,subtidal,1.210530043
23810,November,2014,Gladstone,-23.82123,151.29542,Present,Yes,Sand,Boat - Diver,subtidal,0.957221985
23277,June,2014,Gladstone,-23.81958,151.2946,Present,Yes,Sand,Helicopter,subtidal,0.994771004
23809,November,2014,Gladstone,-23.81785,151.29613,Present,Yes,Mud,Boat - Diver,subtidal,1.100319982
23808,November,2014,Gladstone,-23.81782,151.29864,Present,Yes,Sand,Boat - Diver,subtidal,1.363240004
23278,June,2014,Gladstone,-23.81655,151.2957,Present,Yes,Mud,Helicopter,subtidal,0.950718999
23893,November,2014,Gladstone,-23.8156,151.29311,Present,Yes,Mud,Helicopter,subtidal,0.62192899
10015,June,2014,Gladstone,-23.81536,151.29271,Present,Yes,Mud,Helicopter,subtidal,0.586987019
10634,November,2014,Gladstone,-23.81503,151.29432,Present,Yes,Sand,Helicopter,subtidal,0.861604989
9985,June,2014,Gladstone,-23.81453,151.29656,Present,Yes,Mud,Helicopter,subtidal,1.459900022
10495,November,2014,Gladstone,-23.81399,151.29556,Present,Yes,Mud,Boat - Diver,subtidal,1.219990015
10636,November,2014,Gladstone,-23.81338,151.2919,Present,Yes,Mud,Helicopter,subtidal,0.753866971
10018,June,2014,Gladstone,-23.81322,151.29358,Present,Yes,Mud,Helicopter,subtidal,0.693502009
10635,November,2014,Gladstone,-23.81284,151.29297,Present,Yes,Mud,Helicopter,subtidal,0.876164019
10014,June,2014,Gladstone,-23.81282,151.29119,Present,Yes,Mud,Helicopter,subtidal,0.486936986
9984,June,2014,Gladstone,-23.81231,151.29513,Present,Yes,Mud,Helicopter,subtidal,1.399710059
10637,November,2014,Gladstone,-23.81155,151.29079,Present,Yes,Mud,Helicopter,subtidal,0.547219992
10638,November,2014,Gladstone,-23.81099,151.29229,Present,Yes,Mud,Helicopter,subtidal,1.003340006
10013,June,2014,Gladstone,-23.81072,151.29074,Present,Yes,Not recorded,Helicopter,subtidal,0.610750973
10494,November,2014,Gladstone,-23.81034,151.29442,Present,Yes,Mud,Boat - Diver,subtidal,1.470460057
15323,November,2014,Gladstone,-23.81013,151.21589,Present,Yes,Sand,Helicopter,intertidal,0
10640,November,2014,Gladstone,-23.8101,151.28968,Present,Yes,Mud,Helicopter,subtidal,0.606628001
10639,November,2014,Gladstone,-23.80992,151.29157,Present,Yes,Mud,Helicopter,subtidal,0.830833018
9983,June,2014,Gladstone,-23.80945,151.29316,Present,Yes,Mud,Helicopter,subtidal,1.397789955
10019,June,2014,Gladstone,-23.80842,151.29087,Present,Yes,Mud,Helicopter,subtidal,1.060050011
10642,November,2014,Gladstone,-23.80759,151.28975,Present,Yes,Mud,Helicopter,subtidal,0.514159024
10490,November,2014,Gladstone,-23.807,151.2926,Present,Yes,Mud,Boat - Diver,subtidal,1.596819997
10643,November,2014,Gladstone,-23.80696,151.2903,Present,Yes,Mud,Helicopter,subtidal,0.960766971
10644,November,2014,Gladstone,-23.80655,151.28936,Present,Yes,Mud,Helicopter,subtidal,0.258379012
10017,June,2014,Gladstone,-23.80579,151.29014,Present,Yes,Mud,Helicopter,subtidal,0.897904992
10646,November,2014,Gladstone,-23.80431,151.28909,Present,Yes,Mud,Helicopter,subtidal,0.722073019
10649,November,2014,Gladstone,-23.80289,151.30013,Present,Yes,Sand,Helicopter,subtidal,1.255069971
9992,June,2014,Gladstone,-23.80272,151.30026,Present,Yes,Mud,Helicopter,subtidal,1.255069971
10650,November,2014,Gladstone,-23.80265,151.30245,Present,Yes,Sand,Helicopter,subtidal,1.333789945
10621,November,2014,Gladstone,-23.80254,151.28874,Present,Yes,Sand,Helicopter,subtidal,0.971997976
9979,June,2014,Gladstone,-23.80242,151.29004,Present,Yes,Mud,Helicopter,subtidal,1.297109962
10651,November,2014,Gladstone,-23.8015,151.30668,Present,Yes,Mud,Helicopter,subtidal,1.395110011
9991,June,2014,Gladstone,-23.80146,151.30299,Present,Yes,Sand,Helicopter,subtidal,1.471250057
10620,November,2014,Gladstone,-23.80144,151.28793,Present,Yes,Mud,Helicopter,subtidal,0.997982025
10625,November,2014,Gladstone,-23.80138,151.29716,Present,Yes,Mud,Helicopter,subtidal,1.027860045
10524,November,2014,Gladstone,-23.8011,151.30488,Present,Yes,Mud,Helicopter,subtidal,1.178200006
9994,June,2014,Gladstone,-23.80088,151.29717,Present,Yes,Mud,Helicopter,subtidal,1.033079982
10016,June,2014,Gladstone,-23.8008,151.30035,Present,Yes,Mud,Helicopter,subtidal,1.00048995
10465,November,2014,Gladstone,-23.80074,151.30175,Present,Yes,Sand,Boat - Diver,subtidal,1.195880055
10619,November,2014,Gladstone,-23.80055,151.28683,Present,Yes,Sand,Helicopter,subtidal,0.816814005
10626,November,2014,Gladstone,-23.79997,151.2975,Present,Yes,Mud,Helicopter,subtidal,1.076910019
23865,November,2014,Gladstone,-23.79926,151.3088,Present,Yes,Sand,Helicopter,subtidal,1.404790044
10627,November,2014,Gladstone,-23.79897,151.29921,Present,Yes,Mud,Helicopter,subtidal,1.410369992
9987,June,2014,Gladstone,-23.79894,151.29908,Present,Yes,Mud,Helicopter,subtidal,1.433539987
23210,June,2014,Gladstone,-23.79784,151.30705,Present,Yes,Sand,Helicopter,subtidal,0.985183001
10631,November,2014,Gladstone,-23.7978,151.30623,Present,Yes,Mud,Helicopter,subtidal,1.113749981
23866,November,2014,Gladstone,-23.79645,151.30852,Present,Yes,Sand,Helicopter,subtidal,1.25188005
9995,June,2014,Gladstone,-23.79617,151.3037,Present,Yes,Mud,Helicopter,subtidal,0.856220007
23235,June,2014,Gladstone,-23.796,151.30713,Present,Yes,Mud,Helicopter,subtidal,0.893492997
10632,November,2014,Gladstone,-23.79599,151.30463,Present,Yes,Mud,Helicopter,subtidal,0.741998017
23868,November,2014,Gladstone,-23.79522,151.30352,Present,Yes,Mud,Helicopter,subtidal,0.692875981
23876,November,2014,Gladstone,-23.79468,151.30594,Present,Yes,Mud,Helicopter,subtidal,0.687852979
23219,June,2014,Gladstone,-23.79376,151.30783,Present,Yes,Mud,Helicopter,subtidal,0.751012027
23877,November,2014,Gladstone,-23.7928,151.30685,Present,Yes,Mud,Helicopter,subtidal,0.596378982
23885,November,2014,Gladstone,-23.7927,151.30559,Present,Yes,Mud,Helicopter,subtidal,0.539481997
23886,November,2014,Gladstone,-23.79152,151.30641,Present,Yes,Mud,Helicopter,subtidal,0.530516028
23218,June,2014,Gladstone,-23.79078,151.30857,Present,Yes,Mud,Helicopter,subtidal,0.766471028
23879,November,2014,Gladstone,-23.78893,151.30785,Present,Yes,Mud,Helicopter,subtidal,0.578149974
23873,November,2014,Gladstone,-23.78663,151.30544,Present,Yes,Mud,Helicopter,subtidal,1.422559977
23875,November,2014,Gladstone,-23.78512,151.30813,Present,Yes,Mud,Helicopter,subtidal,1.348389983
23203,June,2014,Gladstone,-23.78477,151.31027,Present,Yes,Mud,Helicopter,subtidal,1.483970046
23820,November,2014,Gladstone,-23.78473,151.30995,Present,Yes,Mud,Boat - Diver,subtidal,1.526059985
23822,November,2014,Gladstone,-23.78209,151.31588,Present,Yes,Mud,Boat - Diver,subtidal,0.996686995
23183,June,2014,Gladstone,-23.78172,151.31622,Present,Yes,Mud,Boat - Diver,subtidal,1.657459974
22586,November,2015,Gladstone,-23.92259,151.35216,Present,Yes,Sand,Helicopter,intertidal,0
