FID,MONTH,YEAR,SURVEY_NAM,LATITUTDE,LONGITUDE,PRESENCE_A,H_UNINERVI,SEDIMENT,SURVEY_MET,TIDAL,DEPTH
11296,November,2017,Gladstone,-23.807135,151.294293,Present,Yes,Mud,Boat - Diver,subtidal,1.502460003
11321,November,2017,Gladstone,-23.805585,151.290938,Present,Yes,Mud,Helicopter,subtidal,1.215420008
11315,November,2017,Gladstone,-23.805187,151.288928,Present,Yes,Mud,Helicopter,subtidal,0
11298,November,2017,Gladstone,-23.804883,151.292813,Present,Yes,Mud,Boat - Diver,subtidal,1.436959982
11303,November,2017,Gladstone,-23.803408,151.293465,Present,Yes,Mud,Boat - Diver,subtidal,2.105690002
11322,November,2017,Gladstone,-23.803212,151.28926,Present,Yes,Mud,Helicopter,subtidal,0.949934006
11299,November,2017,Gladstone,-23.80231,151.290827,Present,Yes,Mud,Boat - Diver,subtidal,1.365560055
11314,November,2017,Gladstone,-23.801985,151.30017,Present,Yes,Mud,Helicopter,subtidal,1.218189955
24632,November,2017,Gladstone,-23.80137,151.307012,Present,Yes,Mud,Helicopter,subtidal,1.412870049
11316,November,2017,Gladstone,-23.800613,151.303928,Present,Yes,Mud,Helicopter,subtidal,1.218050003
11307,November,2017,Gladstone,-23.800535,151.29612,Present,Yes,Mud,Boat - Diver,subtidal,1.372419953
11300,November,2017,Gladstone,-23.800372,151.28832,Present,Yes,Mud,Boat - Diver,subtidal,1.613800049
24634,November,2017,Gladstone,-23.797402,151.30701,Present,Yes,Mud,Helicopter,subtidal,1.052710056
11317,November,2017,Gladstone,-23.796258,151.305175,Present,Yes,Mud,Helicopter,subtidal,0.770972013
11327,November,2017,Gladstone,-23.795868,151.301595,Present,Yes,Mud,Helicopter,subtidal,1.198130012
24635,November,2017,Gladstone,-23.795095,151.307572,Present,Yes,Mud,Helicopter,subtidal,0.858614028
24633,November,2017,Gladstone,-23.794945,151.302522,Present,Yes,Mud,Helicopter,subtidal,0.729152977
25302,November,2017,Gladstone,-23.792533,151.289797,Present,Yes,Mud,Helicopter,intertidal,0
24636,November,2017,Gladstone,-23.792315,151.3039,Present,Yes,Mud,Helicopter,subtidal,0.627237976
24568,November,2017,Gladstone,-23.791848,151.291255,Present,Yes,Mud,Helicopter,subtidal,0.580698013
24638,November,2017,Gladstone,-23.791377,151.30647,Present,Yes,Mud,Helicopter,subtidal,0.530516028
24639,November,2017,Gladstone,-23.791247,151.308475,Present,Yes,Mud,Helicopter,subtidal,0.786167979
24637,November,2017,Gladstone,-23.790238,151.304532,Present,Yes,Mud,Helicopter,subtidal,0.728394985
25280,November,2017,Gladstone,-23.790173,151.288217,Present,Yes,Mud,Helicopter,intertidal,0
24643,November,2017,Gladstone,-23.789375,151.314272,Present,Yes,Mud,Helicopter,subtidal,0.840057015
24567,November,2017,Gladstone,-23.787067,151.301793,Present,Yes,Mud,Helicopter,subtidal,0.806729972
24642,November,2017,Gladstone,-23.786968,151.31304,Present,Yes,Mud,Helicopter,subtidal,0.836190999
24641,November,2017,Gladstone,-23.78695,151.309395,Present,Yes,Mud,Helicopter,subtidal,0.810458004
25277,November,2017,Gladstone,-23.78633,151.289595,Present,Yes,Sand,Helicopter,intertidal,0
24647,November,2017,Gladstone,-23.785012,151.314553,Present,Yes,Mud,Helicopter,subtidal,0.863210022
24623,November,2017,Gladstone,-23.784558,151.311263,Present,Yes,Mud,Boat - Diver,subtidal,1.608710051
24624,November,2017,Gladstone,-23.782742,151.314653,Present,Yes,Sand,Boat - Diver,subtidal,1.322170019
24644,November,2017,Gladstone,-23.782585,151.316112,Present,Yes,Mud,Helicopter,subtidal,0.972606003
24646,November,2017,Gladstone,-23.781013,151.319928,Present,Yes,Mud,Helicopter,subtidal,1.10247004
24552,November,2017,Gladstone,-23.779463,151.300032,Present,Yes,Mud,Helicopter,subtidal,0.978177011
24553,November,2017,Gladstone,-23.777732,151.303988,Present,Yes,Mud,Helicopter,subtidal,1.406530023
24554,November,2017,Gladstone,-23.776732,151.306298,Present,Yes,Mud,Helicopter,subtidal,0.905323029
24556,November,2017,Gladstone,-23.776,151.298075,Present,Yes,Mud,Helicopter,subtidal,0.744993985
24627,November,2017,Gladstone,-23.775092,151.313937,Present,Yes,Sand,Boat - Diver,subtidal,1.453310013
24673,November,2017,Gladstone,-23.774942,151.312773,Present,Yes,Sand,Boat - Diver,subtidal,1.368180037
24558,November,2017,Gladstone,-23.773955,151.305657,Present,Yes,Mud,Helicopter,subtidal,0.540702999
24827,November,2017,Gladstone,-23.76633,151.331617,Present,Yes,Sand,Helicopter,intertidal,0
21237,November,2018,Gladstone,-23.93372,151.35663,Present,Yes,Sand,Boat - Camera,subtidal,2.984730005
21242,November,2018,Gladstone,-23.93191,151.35555,Present,Yes,Sand,Helicopter,subtidal,1.148900032
21240,November,2018,Gladstone,-23.93058,151.35827,Present,Yes,Sand,Boat - Camera,subtidal,0.900801003
21476,November,2018,Gladstone,-23.92711,151.35413,Present,Yes,Rock,Helicopter,subtidal,0.626561999
21470,November,2018,Gladstone,-23.92625,151.35841,Present,Yes,Sand,Boat - Camera,subtidal,0.722064018
22591,November,2018,Gladstone,-23.92382,151.35236,Present,Yes,Sand,Helicopter,intertidal,0
22654,November,2018,Gladstone,-23.92066,151.34871,Present,Yes,Sand,Helicopter,intertidal,0
21475,November,2018,Gladstone,-23.91686,151.34672,Present,Yes,Sand,Helicopter,subtidal,0.814350009
21167,November,2018,Gladstone,-23.91479,151.3522,Present,Yes,Sand,Boat - Camera,subtidal,2.621490002
21168,November,2018,Gladstone,-23.91461,151.34902,Present,Yes,Sand,Boat - Camera,subtidal,1.949550033
21171,November,2018,Gladstone,-23.91227,151.35018,Present,Yes,Sand,Boat - Camera,subtidal,2.375969887
21176,November,2018,Gladstone,-23.90936,151.34198,Present,Yes,Sand,Boat - Camera,subtidal,2.181080103
21189,November,2018,Gladstone,-23.90925,151.33929,Present,Yes,Sand,Helicopter,subtidal,0.84890902
21175,November,2018,Gladstone,-23.90741,151.3442,Present,Yes,Sand,Boat - Camera,subtidal,2.831799984
21178,November,2018,Gladstone,-23.90349,151.34132,Present,Yes,Sand,Boat - Camera,subtidal,2.001290083
21181,November,2018,Gladstone,-23.89943,151.33816,Present,Yes,Sand,Boat - Camera,subtidal,2.905149937
21190,November,2018,Gladstone,-23.89301,151.33158,Present,Yes,Sand,Helicopter,subtidal,0.873932004
21187,November,2018,Gladstone,-23.88916,151.33191,Present,Yes,Sand,Boat - Camera,subtidal,3.254810095
26874,November,2018,Gladstone,-23.88333,151.32663,Present,Yes,Sand,Helicopter,intertidal,0
24742,November,2018,Gladstone,-23.8833,151.33006,Present,Yes,Sand,Boat - Camera,subtidal,2.91711998
30515,November,2018,Gladstone,-23.87918,151.37301,Present,Yes,Rock,Boat - Camera,subtidal,0.268128991
26875,November,2018,Gladstone,-23.87852,151.32614,Present,Yes,Sand,Helicopter,intertidal,0
20692,November,2018,Gladstone,-23.87795,151.31948,Present,Yes,Mud,Helicopter,intertidal,0
24745,November,2018,Gladstone,-23.87747,151.32957,Present,Yes,Sand,Boat - Camera,subtidal,2.449980021
20640,November,2018,Gladstone,-23.87685,151.31956,Present,Yes,Rock,Helicopter,intertidal,0
20612,November,2018,Gladstone,-23.87586,151.32098,Present,Yes,Shell,Helicopter,intertidal,0
26855,November,2018,Gladstone,-23.87529,151.32697,Present,Yes,Sand,Helicopter,intertidal,0
26830,November,2018,Gladstone,-23.87498,151.32484,Present,Yes,Sand,Helicopter,intertidal,0
20602,November,2018,Gladstone,-23.87476,151.31892,Present,Yes,Mud,Helicopter,intertidal,0
24746,November,2018,Gladstone,-23.87421,151.33035,Present,Yes,Sand,Boat - Camera,subtidal,2.666589975
20579,November,2018,Gladstone,-23.87362,151.32054,Present,Yes,Shell,Helicopter,intertidal,0
25726,November,2018,Gladstone,-23.87188,151.32537,Present,Yes,Sand,Boat - Camera,subtidal,1.631989956
25724,November,2018,Gladstone,-23.87167,151.32486,Present,Yes,Mud,Helicopter,subtidal,1.164829969
26783,November,2018,Gladstone,-23.86983,151.32475,Present,Yes,Sand,Helicopter,intertidal,0
30148,November,2018,Gladstone,-23.86833,151.32041,Present,Yes,Sand,Helicopter,intertidal,0
30191,November,2018,Gladstone,-23.86715,151.32442,Present,Yes,Sand,Helicopter,intertidal,0
30350,November,2018,Gladstone,-23.86702,151.36303,Present,Yes,Sand,Boat - Camera,subtidal,0.971843004
29941,November,2018,Gladstone,-23.86671,151.3275,Present,Yes,Mud,Helicopter,subtidal,0.487177998
29948,November,2018,Gladstone,-23.86524,151.32913,Present,Yes,Mud,Helicopter,subtidal,0.573216021
30192,November,2018,Gladstone,-23.86388,151.32397,Present,Yes,Sand,Helicopter,intertidal,0
27276,November,2018,Gladstone,-23.86364,151.36231,Present,Yes,Sand,Boat - Camera,subtidal,0.583660007
30147,November,2018,Gladstone,-23.86237,151.32192,Present,Yes,Sand,Helicopter,intertidal,0
29553,November,2018,Gladstone,-23.86077,151.32712,Present,Yes,Sand,Helicopter,subtidal,2.806829929
24716,November,2018,Gladstone,-23.81918,151.29827,Present,Yes,Sand,Helicopter,subtidal,1.528159976
24767,November,2018,Gladstone,-23.81648,151.29493,Present,Yes,Sand,Helicopter,subtidal,0.760433972
24717,November,2018,Gladstone,-23.81589,151.29927,Present,Yes,Mud,Helicopter,subtidal,1.364940047
11459,November,2018,Gladstone,-23.81487,151.29227,Present,Yes,Sand,Helicopter,subtidal,0.460821986
11427,November,2018,Gladstone,-23.81347,151.29623,Present,Yes,Sand,Helicopter,subtidal,1.341940045
11466,November,2018,Gladstone,-23.81185,151.29258,Present,Yes,Sand,Helicopter,subtidal,0.957805991
11428,November,2018,Gladstone,-23.81127,151.29538,Present,Yes,Mud,Helicopter,subtidal,1.505710006
11460,November,2018,Gladstone,-23.81113,151.29047,Present,Yes,Mud,Helicopter,subtidal,0.63182199
11429,November,2018,Gladstone,-23.80806,151.29294,Present,Yes,Mud,Helicopter,subtidal,1.451859951
11465,November,2018,Gladstone,-23.80802,151.29003,Present,Yes,Sand,Helicopter,subtidal,0.772725999
11430,November,2018,Gladstone,-23.80427,151.29203,Present,Yes,Mud,Helicopter,subtidal,1.413599968
11444,November,2018,Gladstone,-23.8031,151.29963,Present,Yes,Mud,Helicopter,subtidal,1.324169993
11445,November,2018,Gladstone,-23.80183,151.30355,Present,Yes,Mud,Helicopter,subtidal,1.471279979
11431,November,2018,Gladstone,-23.80132,151.28961,Present,Yes,Mud,Helicopter,subtidal,1.428509951
11432,November,2018,Gladstone,-23.80006,151.28665,Present,Yes,Rock,Helicopter,subtidal,1.440999985
11443,November,2018,Gladstone,-23.7999,151.29693,Present,Yes,Sand,Helicopter,subtidal,1.325440049
24708,November,2018,Gladstone,-23.79631,151.28647,Present,Yes,Mud,Helicopter,subtidal,0.832777023
11447,November,2018,Gladstone,-23.79581,151.30176,Present,Yes,Mud,Helicopter,subtidal,1.198130012
24707,November,2018,Gladstone,-23.79515,151.28862,Present,Yes,Sand,Helicopter,subtidal,1.126600027
24696,November,2018,Gladstone,-23.79231,151.29837,Present,Yes,Mud,Helicopter,subtidal,0.923267007
24703,November,2018,Gladstone,-23.79105,151.29428,Present,Yes,Mud,Helicopter,subtidal,0.776636004
25283,November,2018,Gladstone,-23.79033,151.28902,Present,Yes,Mud,Helicopter,intertidal,0
24697,November,2018,Gladstone,-23.78996,151.29839,Present,Yes,Mud,Helicopter,subtidal,0.680392027
24689,November,2018,Gladstone,-23.78934,151.30058,Present,Yes,Sand,Helicopter,subtidal,0.812561989
24690,November,2018,Gladstone,-23.78718,151.30078,Present,Yes,Mud,Helicopter,subtidal,0.620589018
24704,November,2018,Gladstone,-23.78444,151.29355,Present,Yes,Mud,Helicopter,subtidal,0.582625985
24691,November,2018,Gladstone,-23.78372,151.30052,Present,Yes,Mud,Helicopter,subtidal,0.702817976
24698,November,2018,Gladstone,-23.78029,151.29775,Present,Yes,Mud,Helicopter,subtidal,0.668259978
27290,November,2018,Gladstone,-23.77673,151.317,Present,Yes,Mud,Boat - Camera,subtidal,1.97013998
24808,November,2018,Gladstone,-23.77381,151.31484,Present,Yes,Mud,Boat - Camera,subtidal,1.729230046
24765,November,2018,Gladstone,-23.7733,151.31848,Present,Yes,Sand,Helicopter,subtidal,0.546720028
